2.71662e+17,"kevinaxmdzk","closed sell 0.1 lots gbpusd 1.5731 for  31.0 pips  total for today  71.0 pips","22/11/2012 17:11","null"
2.87119e+17,"dailysignalfx","closed sell 0.6 lots gbpusd 1.60106 for  15.0 pips  total for today  15.0 pips","04/01/2013 08:52","null"
2.70132e+17,"ecnforexrobot","the best pair to trade with our robot is eurusd. but gbpusd  usdjpy  etc. can be traded  too. 0.5 2.0 spread is best. ","18/11/2012 11:49","null"
2.89367e+17,"Cannabidroid","gbpusd nya juga dong ... plisss..   : even eurchf has gone ballistic on that vote from the","10/01/2013 13:45","null"
2.7887e+17,"ForexFoxSystem","closed sell 0.64 lots $gbpusd 1.6116 for  19.6 pips  total for today  124.0 pips","12/12/2012 14:31","null"
2.68793e+17,"tradingtrends","learn trading: how to trade market swings: the gbpusd has declined 470 pips in the last six ... ","14/11/2012 19:09","null"
2.92579e+17,"RosaleeSheppard","closed sell 0.1 lots gbpusd 1.569 for  22.0 pips  total for today  93.0 pips","19/01/2013 10:28","null"
2.77136e+17,"rivasqilmr","closed sell 1.0 lots gbpusd 1.5492 for  5.0 pips  total for today  252.0 pips","07/12/2012 19:40","null"
2.92361e+17,"investor1980","closed sell 0.03 lots gbpusd 1.5876 for  9.0 pips  total for today  84.0 pips","18/01/2013 20:00","null"
2.72237e+17,"forex_fx_","  : gbpusd stays below a downward trend line . ","24/11/2012 07:15","null"
2.79365e+17,"forex_fx_","  :    $gbpusd sentiment bullish based on analysis of 84 articles and reports. visit   ","13/12/2012 23:19","null"
297133742638645248,"forexeaplus","closed buy $gbpusd 1.5852 for  17.0 pips  total for today  20.0 pips","01/02/2013 00:06:19","null "
2.79543e+17,"ShonaAllison","closed buy 0.1 lots gbpusd 1.5729 for  6.0 pips  total for today  99.0 pips","14/12/2012 11:07","null"
2.77775e+17,"FXTraderUpdates","   $gbpusd sentiment bullish based on analysis of 19 articles and reports. visit   ","09/12/2012 14:01","null"
2.73547e+17,"NameSur71633099","closed buy limit gbpusd 1.5924 for 0.0 pips  total for today  9.0 pips","27/11/2012 22:01","null"
298543082058682368,"ArnitaBernard1","closed buy 0.1 lots gbpusd 1.5729 for  6.0 pips  total for today  99.0 pips","04/02/2013 21:26:32","null "
2.93655e+17,"PowerLineTrader","barcap $gbpusd prefer selling  bounces  sell a rally to the 1.5900 20 area with a stop above 1.6000  targeting a return to 1.5645 90","22/01/2013 09:41","null"
2.90122e+17,"hass67","gbpusd trading system that makes 300 500 pips per week free download  ","12/01/2013 15:42","null"
2.72023e+17,"iPlusResults","closed buy 0.02 lots $gbpusd 1.60266 for  15.3 pips  total for today  61.4 pips vps fx2","23/11/2012 17:07","null"
2.70237e+17,"forex_fx_","  : closed sell 1.0 lots gbpusd 1.5479 for  5.0 pips  total for today  203.0 pips","18/11/2012 18:46","null"
2.77887e+17,"forex_fx_","  : $eurusd  $audusd  $gbpusd    dolla holla  bout ready 2 go on the warpath against most majors $$","09/12/2012 21:28","null"
2.76973e+17,"Tweet_streeter","gbpusd: outlook higher  ","07/12/2012 08:54","null"
